"","habitatbenthopelagic","habitatdemersal","habitatpelagic","SpecCode","Genus","Subfamily","waterbrack","watersaltwater","Species","Family","Order","Class","SuperClass","c_m","tm","Lm","tmax","K","Woo","M","TLDiet","Loo","fecundity","Min_caudalpeduncle_depth","Lower_jaw_length","Max_body_depth","Max_body_width","Temperature"
"Eustomias_braueri",0,0,1,11742,"Eustomias","Melanostomiinae",0,1,"Eustomias braueri","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.17999982833862,NA,NA,NA,NA,NA,NA,12.3
"Eustomias_brevibarbatus",0,0,1,47581,"Eustomias","Melanostomiinae",0,1,"Eustomias brevibarbatus","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,26.3
"Eustomias_bulbiramis",0,0,1,61128,"Eustomias","Melanostomiinae",0,1,"Eustomias bulbiramis","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.07999992370605,NA,NA,NA,NA,NA,NA,15.1
"Eustomias_bulbornatus",0,0,1,16702,"Eustomias","Melanostomiinae",0,1,"Eustomias bulbornatus","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.17000007629395,NA,NA,NA,NA,NA,NA,14.1
"Eustomias_cancriensis",0,0,1,59218,"Eustomias","Melanostomiinae",0,1,"Eustomias cancriensis","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.32999992370605,NA,NA,NA,NA,NA,NA,NA
"Eustomias_cirritus",0,0,1,59217,"Eustomias","Melanostomiinae",0,1,"Eustomias cirritus","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.26000022888184,NA,NA,NA,NA,NA,NA,21.1
"Eustomias_contiguus",0,0,1,61135,"Eustomias","Melanostomiinae",0,1,"Eustomias contiguus","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.26000022888184,NA,NA,NA,NA,NA,NA,20.7
"Eustomias_crossotus",0,0,1,59213,"Eustomias","Melanostomiinae",0,1,"Eustomias crossotus","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.25,NA,NA,NA,NA,NA,NA,25.2
"Eustomias_crucis",0,0,1,55091,"Eustomias","Melanostomiinae",0,1,"Eustomias crucis","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.26000022888184,NA,NA,NA,NA,NA,NA,NA
"Eustomias_cryptobulbus",0,0,1,61130,"Eustomias","Melanostomiinae",0,1,"Eustomias cryptobulbus","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.28999996185303,NA,NA,NA,NA,NA,NA,15.4
"Eustomias_curtatus",0,0,1,59822,"Eustomias","Melanostomiinae",0,1,"Eustomias curtatus","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.25,NA,NA,NA,NA,NA,NA,7.8
"Eustomias_curtifilis",0,0,1,57603,"Eustomias","Melanostomiinae",0,1,"Eustomias curtifilis","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.30000019073486,NA,NA,NA,NA,NA,NA,NA
"Eustomias_danae",0,0,1,60509,"Eustomias","Melanostomiinae",0,1,"Eustomias danae","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.13000011444092,NA,NA,NA,NA,NA,NA,NA
"Eustomias_decoratus",0,0,1,61149,"Eustomias","Melanostomiinae",0,1,"Eustomias decoratus","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.26000022888184,NA,NA,NA,NA,NA,NA,NA
"Eustomias_dendriticus",0,0,1,11743,"Eustomias","Melanostomiinae",0,1,"Eustomias dendriticus","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,5.4
"Eustomias_dendrobium",0,0,1,69254,"Eustomias","Melanostomiinae",0,1,"Eustomias dendrobium","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.1100001335144,NA,NA,NA,NA,NA,NA,NA
"Eustomias_deofamiliaris",0,0,1,59817,"Eustomias","Melanostomiinae",0,1,"Eustomias deofamiliaris","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.05999994277954,NA,NA,NA,NA,NA,NA,25.9
"Eustomias_digitatus",0,0,1,61136,"Eustomias","Melanostomiinae",0,1,"Eustomias digitatus","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.26000022888184,NA,NA,NA,NA,NA,NA,NA
"Eustomias_dinema",0,0,1,56558,"Eustomias","Melanostomiinae",0,1,"Eustomias dinema","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.23000001907349,NA,NA,NA,NA,NA,NA,NA
"Eustomias_dispar",0,0,1,61137,"Eustomias","Melanostomiinae",0,1,"Eustomias dispar","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.26000022888184,NA,NA,NA,NA,NA,NA,NA
"Eustomias_dubius",0,0,1,58239,"Eustomias","Melanostomiinae",0,1,"Eustomias dubius","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.17000007629395,NA,NA,NA,NA,NA,NA,NA
"Eustomias_elongatus",0,0,1,61127,"Eustomias","Melanostomiinae",0,1,"Eustomias elongatus","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.17999982833862,NA,NA,NA,NA,NA,NA,15.1
"Eustomias_enbarbatus",0,0,1,11744,"Eustomias","Melanostomiinae",0,1,"Eustomias enbarbatus","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,16.2
"Eustomias_filifer",0,0,1,11745,"Eustomias","Melanostomiinae",0,1,"Eustomias filifer","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,-2.12069234968576,-0.296865250670656,-0.641514705391095,-1.25137434141897,4
"Eustomias_fissibarbis",0,0,1,11746,"Eustomias","Melanostomiinae",0,1,"Eustomias fissibarbis","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,13.9
"Eustomias_flagellifer",0,0,1,61129,"Eustomias","Melanostomiinae",0,1,"Eustomias flagellifer","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.95000004768372,NA,NA,NA,NA,NA,NA,27.1
"Eustomias_furcifer",0,0,1,11747,"Eustomias","Melanostomiinae",0,1,"Eustomias furcifer","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,-2.06437182218581,-0.0407565021976191,-0.891139035712814,-1.15876213439713,NA
"Eustomias_gibbsi",0,0,1,59220,"Eustomias","Melanostomiinae",0,1,"Eustomias gibbsi","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.26000022888184,NA,NA,NA,NA,NA,NA,15.3
"Eustomias_grandibulbus",0,0,1,25671,"Eustomias","Melanostomiinae",0,1,"Eustomias grandibulbus","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.17000007629395,NA,NA,NA,NA,NA,NA,16.9
"Eustomias_perplexus",0,0,1,27412,"Eustomias","Melanostomiinae",0,1,"Eustomias perplexus","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.23000001907349,NA,NA,NA,NA,NA,NA,6.6
"Eustomias_pinnatus",0,0,1,56562,"Eustomias","Melanostomiinae",0,1,"Eustomias pinnatus","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.1100001335144,NA,NA,NA,NA,NA,NA,5.5
"Eustomias_polyaster",0,0,1,58240,"Eustomias","Melanostomiinae",0,1,"Eustomias polyaster","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.21000003814697,NA,NA,-2.04365081050131,-0.11042952125741,-0.805030389572645,-1.12736007862716,NA
"Eustomias_posti",0,0,1,59821,"Eustomias","Melanostomiinae",0,1,"Eustomias posti","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.26000022888184,NA,NA,NA,NA,NA,NA,25.3
"Eustomias_precarius",0,0,1,61141,"Eustomias","Melanostomiinae",0,1,"Eustomias precarius","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.26000022888184,NA,NA,NA,NA,NA,NA,NA
"Eustomias_problematicus",0,0,1,61134,"Eustomias","Melanostomiinae",0,1,"Eustomias problematicus","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.19000005722046,NA,NA,NA,NA,NA,NA,7.8
"Eustomias_pyrifer",0,0,1,61147,"Eustomias","Melanostomiinae",0,1,"Eustomias pyrifer","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.26000022888184,NA,NA,NA,NA,NA,NA,NA
"Eustomias_quadrifilis",0,0,1,61142,"Eustomias","Melanostomiinae",0,1,"Eustomias quadrifilis","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.26000022888184,NA,NA,NA,NA,NA,NA,NA
"Eustomias_radicifilis",0,0,1,61143,"Eustomias","Melanostomiinae",0,1,"Eustomias radicifilis","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.26000022888184,NA,NA,NA,NA,NA,NA,2.5
"Eustomias_satterleei",0,0,1,24536,"Eustomias","Melanostomiinae",0,1,"Eustomias satterleei","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.32999992370605,NA,NA,NA,NA,NA,NA,2.1
"Eustomias_schiffi",0,0,1,61144,"Eustomias","Melanostomiinae",0,1,"Eustomias schiffi","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.26000022888184,NA,NA,NA,NA,NA,NA,2.8
"Eustomias_schmidti",0,0,1,11757,"Eustomias","Melanostomiinae",0,1,"Eustomias schmidti","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,23.3
"Eustomias_securicula",1,0,0,69783,"Eustomias","Melanostomiinae",0,1,"Eustomias securicula","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.15999984741211,NA,NA,NA,NA,NA,NA,NA
"Eustomias_silvescens",0,0,1,57639,"Eustomias","Melanostomiinae",0,1,"Eustomias silvescens","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.07000017166138,NA,NA,NA,NA,NA,NA,NA
"Eustomias_similis",0,0,1,61132,"Eustomias","Melanostomiinae",0,1,"Eustomias similis","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.1100001335144,NA,NA,NA,NA,NA,NA,6.5
"Eustomias_simplex",0,0,1,11758,"Eustomias","Melanostomiinae",0,1,"Eustomias simplex","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,9.1
"Evynnis_tumifrons",0,1,0,4710,"Evynnis",NA,0,1,"Evynnis tumifrons","Sparidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,-1.38762858413303,8.51304704401388,NA,3.41000008583069,3.99083418585244,10.8227937333707,-1.3001053744358,-1.04458656025454,0.112924641344387,-0.923119486906328,18.2
"Exallias_brevis",1,0,0,6032,"Exallias","Salariinae",0,1,"Exallias brevis","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.33,NA,NA,NA,NA,NA,NA,28.3
"Exechodontes_daidaleus",0,1,0,47988,"Exechodontes","Lycodinae",0,1,"Exechodontes daidaleus","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.25999999046326,NA,NA,NA,NA,NA,NA,11.5
"Exerpes_asper",0,1,0,46659,"Exerpes",NA,0,1,"Exerpes asper","Labrisomidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,23.2
"Exocoetus_gibbosus",0,0,1,60694,"Exocoetus",NA,0,1,"Exocoetus gibbosus","Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.05999994277954,NA,NA,NA,NA,NA,NA,NA
"Exocoetus_monocirrhus",0,0,1,5123,"Exocoetus",NA,0,1,"Exocoetus monocirrhus","Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.08,NA,NA,NA,NA,NA,NA,27.7
"Exocoetus_obtusirostris",0,0,1,1031,"Exocoetus",NA,0,1,"Exocoetus obtusirostris","Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.04999995231628,NA,9.23989917421773,-1.37412998220377,-1.34585418060228,-0.434089994041462,-0.703371799718059,27.4
"Exocoetus_peruvianus",0,0,1,60695,"Exocoetus",NA,0,1,"Exocoetus peruvianus","Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.05999994277954,NA,NA,NA,NA,NA,NA,NA
"Exocoetus_volitans",0,0,1,1032,"Exocoetus",NA,0,1,"Exocoetus volitans","Exocoetidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.03,NA,5.91350300563827,-1.44920164813219,-1.33665659041542,-0.488293299531897,-0.724681521192173,27.9
"Fowleria_vaiulae",1,0,0,8592,"Fowleria","Apogoninae",0,1,"Fowleria vaiulae","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.3199999332428,NA,NA,-1.01517075870567,-0.623374521516528,-0.0751981161405331,-0.785481135514266,28.3
"Fowleria_variegata",1,0,0,5745,"Fowleria","Apogoninae",0,1,"Fowleria variegata","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,-1.05970128884996,-0.707754123688578,-0.114127861061613,-0.686414400259735,28.4
"Fowlerichthys_avalonis",0,1,0,3083,"Fowlerichthys",NA,0,1,"Fowlerichthys avalonis","Antennariidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.01,NA,NA,-1.56854697735706,-0.680056346574613,0.036595779500029,-0.545447545414222,23.3
"Fowlerichthys_ocellatus",1,0,0,3085,"Fowlerichthys",NA,0,1,"Fowlerichthys ocellatus","Antennariidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.05,NA,NA,NA,NA,NA,NA,26
"Fowlerichthys_radiosus",0,1,0,3087,"Fowlerichthys",NA,0,1,"Fowlerichthys radiosus","Antennariidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.51999998092651,NA,NA,NA,NA,NA,NA,23.6
"Fowlerichthys_scriptissimus",1,0,0,60321,"Fowlerichthys",NA,0,1,"Fowlerichthys scriptissimus","Antennariidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,21.4
"Fowlerichthys_senegalensis",0,1,0,12804,"Fowlerichthys",NA,1,1,"Fowlerichthys senegalensis","Antennariidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,25.9
"Fraudella_carassiops",0,1,0,14967,"Fraudella","Plesiopinae",0,1,"Fraudella carassiops","Plesiopidae","Ovalentaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.64000010490417,NA,NA,NA,NA,NA,NA,NA
"Freemanichthys_thompsoni",0,1,0,24008,"Freemanichthys","Agoninae",0,1,"Freemanichthys thompsoni","Agonidae","Perciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.27999997138977,NA,NA,-2.17389742856718,-1.25080026356709,-0.724393287789128,-0.451873913158248,2.4
"Frontilabrus_caeruleus",1,0,0,25371,"Frontilabrus",NA,0,1,"Frontilabrus caeruleus","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.34999990463257,NA,NA,NA,NA,NA,NA,NA
"Fucomimus_mus",0,1,0,22886,"Fucomimus",NA,0,1,"Fucomimus mus","Clinidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.26,NA,NA,NA,NA,NA,NA,21.3
"Eustomias_spherulifer",0,0,1,11759,"Eustomias","Melanostomiinae",0,1,"Eustomias spherulifer","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.28999996185303,NA,NA,NA,NA,NA,NA,5.9
"Eustomias_stamen",0,0,1,69255,"Eustomias","Melanostomiinae",0,1,"Eustomias stamen","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.03000020980835,NA,NA,NA,NA,NA,NA,NA
"Eustomias_suluensis",0,0,1,59215,"Eustomias","Melanostomiinae",0,1,"Eustomias suluensis","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.19999980926514,NA,NA,NA,NA,NA,NA,27.4
"Eustomias_tenisoni",0,0,1,11760,"Eustomias","Melanostomiinae",0,1,"Eustomias tenisoni","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.3600001335144,NA,NA,NA,NA,NA,NA,10.6
"Eustomias_tetranema",0,0,1,11761,"Eustomias","Melanostomiinae",0,1,"Eustomias tetranema","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.23999977111816,NA,NA,NA,NA,NA,NA,8
"Eustomias_teuthidopsis",0,0,1,59216,"Eustomias","Melanostomiinae",0,1,"Eustomias teuthidopsis","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.38000011444092,NA,NA,NA,NA,NA,NA,NA
"Eustomias_tomentosis",0,0,1,51710,"Eustomias","Melanostomiinae",0,1,"Eustomias tomentosis","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.26000022888184,NA,NA,NA,NA,NA,NA,7.8
"Eustomias_trewavasae",0,0,1,16703,"Eustomias","Melanostomiinae",0,1,"Eustomias trewavasae","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,12.4
"Eustomias_triramis",0,0,1,11762,"Eustomias","Melanostomiinae",0,1,"Eustomias triramis","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.07999992370605,NA,NA,NA,NA,NA,NA,NA
"Eustomias_tritentaculatus",0,0,1,69256,"Eustomias","Melanostomiinae",0,1,"Eustomias tritentaculatus","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.15999984741211,NA,NA,NA,NA,NA,NA,NA
"Eustomias_uniramis",0,0,1,56569,"Eustomias","Melanostomiinae",0,1,"Eustomias uniramis","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.36999988555908,NA,NA,NA,NA,NA,NA,NA
"Eustomias_variabilis",0,0,1,60289,"Eustomias","Melanostomiinae",0,1,"Eustomias variabilis","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.21999979019165,NA,NA,NA,NA,NA,NA,10
"Eustomias_vitiazi",0,0,1,24538,"Eustomias","Melanostomiinae",0,1,"Eustomias vitiazi","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.26999998092651,NA,NA,NA,NA,NA,NA,26.1
"Eustomias_vulgaris",0,0,1,61122,"Eustomias","Melanostomiinae",0,1,"Eustomias vulgaris","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.36999988555908,NA,NA,NA,NA,NA,NA,18.9
"Eustomias_woollardi",0,0,1,51712,"Eustomias","Melanostomiinae",0,1,"Eustomias woollardi","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.15000009536743,NA,NA,NA,NA,NA,NA,NA
"Eustomias_xenobolus",0,0,1,58241,"Eustomias","Melanostomiinae",0,1,"Eustomias xenobolus","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.30999994277954,NA,NA,NA,NA,NA,NA,NA
"Eusurculus_andamanensis",0,1,0,64478,"Eusurculus",NA,0,1,"Eusurculus andamanensis","Dinematichthyidae","Ophidiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.20000004768372,NA,NA,NA,NA,NA,NA,28.7
"Eusurculus_pistillum",1,0,0,64479,"Eusurculus",NA,0,1,"Eusurculus pistillum","Dinematichthyidae","Ophidiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,27.5
"Eusurculus_pristinus",0,1,0,64480,"Eusurculus",NA,0,1,"Eusurculus pristinus","Dinematichthyidae","Ophidiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.21000003814697,NA,NA,NA,NA,NA,NA,NA
"Eutaeniophorus_festivus",0,0,1,9043,"Eutaeniophorus",NA,0,1,"Eutaeniophorus festivus","Cetomimidae","Beryciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,26
"Eutelichthys_leptochirus",0,1,0,57347,"Eutelichthys",NA,0,1,"Eutelichthys leptochirus","Liparidae","Perciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.24000000953674,NA,3.62434093297637,NA,NA,NA,NA,13.2
"Euthynnus_affinis",0,0,1,96,"Euthynnus","Scombrinae",0,1,"Euthynnus affinis","Scombridae","Scombriformes","Teleostei","Osteichthyes",NA,1.66770685654579,NA,1.79175946922805,-0.39075564287394,9.09776141998091,0.243468917775456,4.5,NA,12.9813227178187,-2.76346503178406,-0.929486909657122,-0.288650583438458,-0.770046244388322,26.9
"Euthynnus_alletteratus",0,0,1,97,"Euthynnus","Scombrinae",1,1,"Euthynnus alletteratus","Scombridae","Scombriformes","Teleostei","Osteichthyes",NA,0.693147180559945,NA,1.94591014905531,-1.33465112796805,10.0426022066611,-0.728774358203096,4.49,NA,13.9425836405278,-2.73056774238125,-0.965560107099299,-0.319579343853073,-0.736785658567556,23.3
"Euthynnus_lineatus",0,0,1,98,"Euthynnus","Scombrinae",0,1,"Euthynnus lineatus","Scombridae","Scombriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.82999992370605,NA,NA,-2.89156339363605,-0.918544801111696,-0.317255579986801,-0.740244257955352,26
"Eutrigla_gurnardus",0,1,0,68,"Eutrigla","Triglinae",1,1,"Eutrigla gurnardus","Triglidae","Perciformes","Teleostei","Osteichthyes",NA,1.15267950993839,3.29583686600433,NA,-0.797027311047337,5.91710509590016,-1.23787435600162,3.87,NA,12.4292161968444,-2.13119562324764,-0.885462186308189,-0.51642278411166,-0.685063594402555,10.1
"Evermannella_ahlstromi",0,0,1,57278,"Evermannella",NA,0,1,"Evermannella ahlstromi","Evermannellidae","Aulopiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.17000007629395,NA,NA,NA,NA,NA,NA,18.8
"Evermannella_balbo",0,0,1,1796,"Evermannella",NA,0,1,"Evermannella balbo","Evermannellidae","Aulopiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,-1.27511647820366,-0.30507489513814,-0.376584595828225,-1.08133152619771,8.5
"Evermannella_indica",0,0,1,16604,"Evermannella",NA,0,1,"Evermannella indica","Evermannellidae","Aulopiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.09000015258789,NA,NA,-1.29337342785935,-0.169047033752216,-0.11952130500383,-0.966819165391034,7.6
"Evermannella_megalops",0,0,1,55100,"Evermannella",NA,0,1,"Evermannella megalops","Evermannellidae","Aulopiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.17000007629395,NA,NA,NA,NA,NA,NA,1.7
"Evermannella_melanoderma",0,0,1,60704,"Evermannella",NA,0,1,"Evermannella melanoderma","Evermannellidae","Aulopiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,-0.49429632181478,2.8646253680553,NA,4.2,NA,NA,NA,NA,NA,NA,NA
"Evermannia_erici",0,1,0,54392,"Evermannia","Gobionellinae",0,1,"Evermannia erici","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.32999992370605,NA,NA,NA,NA,NA,NA,NA
"Evermannia_longipinnis",0,1,0,54391,"Evermannia","Gobionellinae",0,1,"Evermannia longipinnis","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.32999992370605,NA,NA,NA,NA,NA,NA,NA
"Evermannia_panamensis",0,1,0,54390,"Evermannia","Gobionellinae",0,1,"Evermannia panamensis","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.32999992370605,NA,NA,NA,NA,NA,NA,NA
"Evermannia_zosterura",0,1,0,54389,"Evermannia","Gobionellinae",0,1,"Evermannia zosterura","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.32999992370605,NA,NA,NA,NA,NA,NA,NA
"Evermannichthys_bicolor",0,1,0,59335,"Evermannichthys","Gobiinae",0,1,"Evermannichthys bicolor","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.11999988555908,NA,NA,NA,NA,NA,NA,26.5
"Evermannichthys_convictor",0,1,0,57940,"Evermannichthys","Gobiinae",0,1,"Evermannichthys convictor","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.11999988555908,NA,NA,NA,NA,NA,NA,NA
