"","habitatbenthopelagic","habitatdemersal","habitatpelagic","waterbrack","watersaltwater","c_m","tm","Lm","tmax","K","Woo","M","TLDiet","Loo","fecundity","Min_caudalpeduncle_depth","Lower_jaw_length","Max_body_depth","Max_body_width","Temperature"
"Coryphaenoides_macrolophus",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,3.28999996185303,NA,NA,NA,NA,NA,NA,7.8
"Coryphaenoides_marginatus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.57999992370605,NA,NA,-3.96301173956346,-1.20783208465725,-0.461661616629071,-0.932328399350774,12.9
"Coryphaenoides_marshalli",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.54999995231628,NA,NA,NA,NA,NA,NA,4.4
"Coryphaenoides_mcmillani",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,3.48000001907349,NA,NA,NA,NA,NA,NA,4.9
"Coryphaenoides_mediterraneus",0,0,1,0,1,NA,NA,NA,NA,-1.60445037092306,3.89242195381422,NA,3.4,3.16547504814109,NA,NA,NA,NA,NA,3.6
"Coryphaenoides_mexicanus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.50999999046326,NA,NA,NA,NA,NA,NA,10
"Coryphaenoides_microps",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,3.50999999046326,NA,NA,NA,NA,NA,NA,7.5
"Coryphaenoides_microstomus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.54999995231628,NA,NA,NA,NA,NA,NA,NA
"Coryphaenoides_murrayi",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,3.1
"Coryphaenoides_myersi",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,3.46000003814697,NA,NA,NA,NA,NA,NA,NA
"Coryphaenoides_nasutus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.53999996185303,NA,NA,-4.02922954356108,-1.19396454697771,-0.547844493557658,-0.799478351374816,NA
"Coryphaenoides_oreinos",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.58999991416931,NA,NA,NA,NA,NA,NA,NA
"Coryphaenoides_orthogrammus",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.54999995231628,NA,NA,NA,NA,NA,NA,NA
"Coryphaenoides_paramarshalli",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.52999997138977,NA,NA,NA,NA,NA,NA,4
"Coryphaenoides_profundicolus",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.54999995231628,NA,NA,NA,NA,NA,NA,4.8
"Coryphaenoides_rudis",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,4.9
"Coryphaenoides_rupestris",0,0,1,0,1,NA,2.30258509299405,3.82592030637473,4.00125413915609,-2.47355136574987,8.10374884518964,-2.56394985712845,3.66,4.52592403597825,10.309770104224,-3.79845728073775,-1.10204854362399,-0.470677658578959,-0.957361178521078,4.5
"Coryphaenoides_semiscaber",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,3.4300000667572,NA,NA,NA,NA,NA,NA,7.7
"Coryphaenoides_serrulatus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.52999997138977,NA,NA,-4.50963902480235,-1.04499853243943,-0.468304761044053,-1.04388818704379,4.8
"Coryphaenoides_sibogae",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.54999995231628,NA,NA,NA,NA,NA,NA,NA
"Coryphaenoides_soyoae",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.5699999332428,NA,NA,NA,NA,NA,NA,NA
"Coryphaenoides_spinulosus",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,3.54999995231628,NA,NA,NA,NA,NA,NA,NA
"Coryphaenoides_striaturus",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,3.55999994277954,NA,NA,NA,NA,NA,NA,4.4
"Coryphaenoides_subserrulatus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.51,NA,NA,NA,NA,NA,NA,4.3
"Coryphaenoides_thelestomus",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.58999991416931,NA,NA,NA,NA,NA,NA,NA
"Coryphaenoides_tydemani",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.44000005722046,NA,NA,NA,NA,NA,NA,8.3
"Coryphaenoides_woodmasoni",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.55999994277954,NA,NA,NA,NA,NA,NA,4.1
"Coryphaenoides_yaquinae",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1.5
"Coryphaenoides_zaniophorus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.23,NA,NA,NA,NA,NA,NA,6.2
"Coryphoblennius_galerita",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,2.28,NA,NA,-1.31731082287668,-1.34329453353718,-0.392837385105216,-0.678976470328405,18.6
"Coryphopterus_alloides",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,2.75999999046326,NA,NA,NA,NA,NA,NA,NA
"Coryphopterus_dicrus",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,2.6800000667572,NA,NA,-1.11200340183655,-1.11280266551549,-0.405235377178564,-0.676645053044611,27.4
"Coryphopterus_eidolon",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,-1.18870204075835,-1.04286284671537,-0.432010599014619,-0.655031598817838,27.5
"Coryphopterus_glaucofraenum",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,2.67,NA,NA,-1.13679084481143,-1.02297794187424,-0.43927429762442,-0.623308562660739,27
"Coryphopterus_hyalinus",1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,2.92000007629395,NA,NA,NA,NA,NA,NA,27.2
"Coryphopterus_kuna",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,2.98000001907349,NA,NA,NA,NA,NA,NA,NA
"Coryphopterus_lipernes",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,2.85999989509583,NA,NA,NA,NA,NA,NA,27.6
"Coryphopterus_personatus",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,2.68,NA,NA,-1.12095498934303,-0.966419790571666,-0.374403077127721,-0.776395181410712,27.2
"Coryphopterus_punctipectophorus",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,2.53999996185303,NA,NA,NA,NA,NA,NA,25.3
"Coryphopterus_thrix",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,2.6800000667572,NA,NA,-1.15455771382492,-0.92151461314564,-0.571015770442625,-0.49795551119181,27.3
"Coryphopterus_tortugae",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,2.6800000667572,NA,NA,-1.10793761589576,-1.080165668257,-0.467887722790608,-0.665623993306761,NA
"Coryphopterus_urospilus",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,25.9
"Coryphopterus_venezuelae",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,2.53999996185303,NA,NA,-1.02963494889899,-0.881742424713853,-0.459637470438612,-0.666899562721508,NA
"Corythoichthys_nigripectus",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.63000011444092,NA,NA,NA,NA,NA,NA,28.5
"Corythoichthys_ocellatus",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.60999989509583,NA,NA,NA,NA,NA,NA,28.8
"Corythoichthys_paxtoni",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.70000004768372,NA,NA,NA,NA,NA,NA,NA
"Corythoichthys_polynotatus",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.69000005722046,NA,NA,NA,NA,NA,NA,28.9
"Corythoichthys_schultzi",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.75,NA,NA,-2.54194473567046,-2.0516300650679,-1.05844690572667,-1.20076670093964,28.3
"Cosmocampus_albirostris",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.35999989509583,NA,NA,-2.28254183588319,-2.15080536163101,-0.966955041698774,-1.0086833381313,26.8
"Cosmocampus_arctus",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.27999997138977,NA,NA,NA,NA,NA,NA,22.3
"Cosmocampus_balli",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.27999997138977,NA,NA,NA,NA,NA,NA,NA
"Cosmocampus_banneri",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.20000004768372,NA,NA,NA,NA,NA,NA,28.4
"Cosmocampus_brachycephalus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,27.3
"Cosmocampus_coccineus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.3199999332428,NA,NA,NA,NA,NA,NA,NA
"Cosmocampus_darrosanus",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.23000001907349,NA,NA,NA,NA,NA,NA,28.5
"Cosmocampus_elucens",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.30999994277954,NA,NA,-2.74270608534039,-2.00382893090624,-0.980388806762965,-1.13204441738954,23.8
"Cosmocampus_heraldi",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.22000002861023,NA,NA,NA,NA,NA,NA,NA
"Cosmocampus_hildebrandi",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,NA
"Cosmocampus_howensis",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.26999998092651,NA,NA,NA,NA,NA,NA,NA
"Cosmocampus_investigatoris",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.23000001907349,NA,NA,NA,NA,NA,NA,28.3
"Cosmocampus_maxweberi",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,28.2
"Cosmocampus_profundus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.35999989509583,NA,NA,NA,NA,NA,NA,19
"Cosmocampus_retropinnis",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,3.1800000667572,NA,NA,NA,NA,NA,NA,20
"Cottapistus_cottoides",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.1800000667572,NA,NA,NA,NA,NA,NA,28.6
"Cottiusculus_gonez",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.33999991416931,NA,NA,-2.08024662356017,-0.903067737947809,-0.81325565199216,-0.221238513858516,2
"Cottiusculus_nihonkaiensis",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.28999996185303,NA,NA,NA,NA,NA,NA,NA
"Cottiusculus_schmidti",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,-1.87323828380339,-0.857769048657869,-0.538172534779732,-0.333415443426347,14.5
"Cottoclinus_canops",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,3.4300000667572,NA,NA,NA,NA,NA,NA,NA
"Cottoperca_gobio",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,4.26,NA,NA,-1.56761645511591,-0.422212285180745,-0.671600383036554,-0.421712570629461,9
"Cottoperca_trigloides",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.73000001907349,NA,NA,NA,NA,NA,NA,NA
"Cottunculus_granulosus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.72000002861023,NA,NA,NA,NA,NA,NA,4.3
"Cottunculus_konstantinovi",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.67000007629395,NA,NA,NA,NA,NA,NA,NA
"Cottunculus_microps",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,4.14,NA,4.41279829334063,-1.99205930941532,-0.861831354896389,-0.466800847713285,-0.265096698912554,2.6
"Cottunculus_nudus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.67000007629395,NA,NA,NA,NA,NA,NA,8.6
"Cottunculus_sadko",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.61999988555908,NA,NA,NA,NA,NA,NA,0.8
"Cottunculus_spinosus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.23000001907349,NA,NA,NA,NA,NA,NA,3.8
"Cottunculus_thomsonii",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,-2.07630021957669,-1.11034641223539,-0.591682535826074,-0.213787331781021,6.4
"Cottunculus_tubulosus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.28999996185303,NA,NA,NA,NA,NA,NA,NA
"Crapatalus_angusticeps",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.33999991416931,NA,NA,NA,NA,NA,NA,NA
"Crapatalus_munroi",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.33999991416931,NA,NA,NA,NA,NA,NA,17
"Crapatalus_novaezelandiae",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.33999991416931,NA,NA,NA,NA,NA,NA,14.9
"Craterocephalus_capreoli",0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,2.99000000953674,NA,NA,NA,NA,NA,NA,26.9
"Craterocephalus_honoriae",0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,-1.33270617200574,-1.2610840857834,-0.515725863689734,-0.77620251043629,NA
"Craterocephalus_mugiloides",0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,2.84,NA,NA,NA,NA,NA,NA,27.7
"Cratinus_agassizii",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,27.6
"Creedia_alleni",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.17000007629395,NA,NA,NA,NA,NA,NA,18.5
"Creedia_bilineata",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.13000011444092,NA,NA,NA,NA,NA,NA,23.5
"Creedia_haswelli",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,16
"Creedia_partimsquamigera",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.24000000953674,NA,NA,NA,NA,NA,NA,21.3
"Cremnochorites_capensis",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,23.6
"Crenidens_crenidens",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,-1.35707264876767,-1.4669506303747,-0.0526282506062844,-0.829433943354443,27.4
"Crenidens_indicus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.34999990463257,NA,NA,NA,NA,NA,NA,NA
"Crenidens_macracanthus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.28999996185303,NA,NA,NA,NA,NA,NA,NA
"Crenimugil_crenilabis",1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,2.29,NA,13.210374254727,NA,NA,NA,NA,28.3
"Crenimugil_pedaraki",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,2.3199999332428,NA,NA,NA,NA,NA,NA,27.5
"Creocele_cardinalis",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.27999997138977,NA,NA,NA,NA,NA,NA,NA
"Cristacirrhitus_punctatus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.6800000667572,NA,NA,NA,NA,NA,NA,NA
"Cristatogobius_albius",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.19000005722046,NA,NA,NA,NA,NA,NA,NA
"Cristatogobius_lophius",0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,3.22000002861023,NA,NA,NA,NA,NA,NA,28.8
"Cristatogobius_rubripectoralis",0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,NA
"Cristiceps_argyropleura",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.41000008583069,NA,NA,NA,NA,NA,NA,17.4
"Cristiceps_aurantiacus",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.98,NA,NA,NA,NA,NA,NA,18.3
"Cristiceps_australis",1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,3.41000008583069,NA,NA,NA,NA,NA,NA,17.6
"Crocodilichthys_gracilis",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,2.72,NA,NA,NA,NA,NA,NA,25.2
"Crossorhombus_azureus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,27.2
"Crossorhombus_howensis",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA
"Crossorhombus_kanekonis",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.54999995231628,NA,NA,NA,NA,NA,NA,NA
"Crossorhombus_kobensis",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,-1.04665649730886,-1.43708372805249,0.398478363833961,-1.47511112364173,18.2
"Crossorhombus_valderostratus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.51999998092651,NA,NA,NA,NA,NA,NA,26.2
"Crossosalarias_macrospilus",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,28.5
"Crossostomus_chilensis",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.36999988555908,NA,NA,NA,NA,NA,NA,4.4
"Crossostomus_fasciatus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.061,NA,NA,NA,NA,NA,NA,NA
"Cryptacanthodes_aleutensis",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5.2
"Cryptacanthodes_bergi",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.061,NA,NA,NA,NA,NA,NA,NA
"Cryptacanthodes_giganteus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.04999995231628,NA,NA,NA,NA,NA,NA,6.8
"Cryptacanthodes_maculatus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.03999996185303,NA,NA,-1.66427224316696,-0.994171537464222,-0.874461103215854,-0.751448764730173,6.4
"Cryptichthys_jojettae",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.19000005722046,NA,NA,NA,NA,NA,NA,15.9
"Cryptocentroides_arabicus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.36999988555908,NA,NA,NA,NA,NA,NA,27.9
"Cryptocentroides_gobioides",0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,3.34999990463257,NA,NA,NA,NA,NA,NA,NA
"Cryptocentroides_insignis",1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,3.27999997138977,NA,NA,NA,NA,NA,NA,28.8
"Cryptocentrus_albidorsus",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.29999995231628,NA,NA,-1.14418922988795,-1.19394725703857,-0.575723549394761,-0.706637958858375,28.8
"Cryptocentrus_altipinna",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,NA
"Cryptocentrus_bulbiceps",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.32999992370605,NA,NA,NA,NA,NA,NA,NA
"Cryptocentrus_caeruleomaculatus",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,2.97000002861023,NA,NA,NA,NA,NA,NA,28.5
"Cryptocentrus_caeruleopunctatus",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.35999989509583,NA,NA,NA,NA,NA,NA,27.7
"Cryptocentrus_callopterus",0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,3.32999992370605,NA,NA,NA,NA,NA,NA,NA
"Cryptocentrus_cebuanus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.30999994277954,NA,NA,NA,NA,NA,NA,28.8
"Cryptocentrus_cinctus",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.34999990463257,NA,NA,-1.11243340349173,-0.619841986415474,-0.442984516664862,-0.730579470953484,28.4
"Cryptocentrus_cryptocentrus",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.35999989509583,NA,NA,-1.20003917542487,-0.787740381455105,-0.513210901358137,-0.597828805744854,27.1
"Cryptocentrus_cyanospilotus",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.1800000667572,NA,NA,NA,NA,NA,NA,NA
"Cryptocentrus_cyanotaenia",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.34999990463257,NA,NA,NA,NA,NA,NA,28.9
"Cryptocentrus_diproctotaenia",0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,3.32999992370605,NA,NA,NA,NA,NA,NA,NA
"Cryptocentrus_epakros",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.22000002861023,NA,NA,NA,NA,NA,NA,NA
"Cryptocentrus_fasciatus",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.38000011444092,NA,NA,NA,NA,NA,NA,28.5
"Cryptocentrus_flavus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.32999992370605,NA,NA,NA,NA,NA,NA,NA
"Cryptocentrus_inexplicatus",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.39000010490417,NA,NA,-1.08113357835813,-0.675584277006805,-0.4183212216104,-0.672519309013072,28.7
"Cryptocentrus_insignitus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.32999992370605,NA,NA,NA,NA,NA,NA,NA
"Cryptocentrus_leonis",0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,3.32999992370605,NA,NA,NA,NA,NA,NA,NA
"Cryptocentrus_leptocephalus",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.39000010490417,NA,NA,-1.09382633421806,-0.827006756999798,-0.441506653779759,-0.695939296513756,28.6
"Cryptocentrus_leucostictus",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.29999995231628,NA,NA,NA,NA,NA,NA,28.4
"Cryptocentrus_lutheri",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.32999992370605,NA,NA,-1.10537702940341,-0.845771741621376,-0.50185108790408,-0.61804269648737,27.5
"Cryptocentrus_malindiensis",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.32999992370605,NA,NA,NA,NA,NA,NA,NA
"Cryptocentrus_maudae",1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,3.34999990463257,NA,NA,NA,NA,NA,NA,28.8
"Cryptocentrus_melanopus",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.32999992370605,NA,NA,NA,NA,NA,NA,NA
"Cryptocentrus_multicinctus",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.32999992370605,NA,NA,NA,NA,NA,NA,NA
"Cryptocentrus_nanus",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.0699999332428,NA,NA,NA,NA,NA,NA,NA
"Cryptocentrus_nigrocellatus",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.35999989509583,NA,NA,-1.04979507081333,-1.1783558270499,-0.507601878283696,-0.668015165719848,28.8
"Cryptocentrus_niveatus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.32999992370605,NA,NA,NA,NA,NA,NA,NA
"Cryptocentrus_octofasciatus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.20000004768372,NA,NA,NA,NA,NA,NA,28.6
"Cryptocentrus_pavoninoides",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.4300000667572,NA,NA,NA,NA,NA,NA,28.9
"Cryptocentrus_polyophthalmus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.42000007629395,NA,NA,NA,NA,NA,NA,NA
"Cryptocentrus_pretiosus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.32999992370605,NA,NA,NA,NA,NA,NA,NA
"Cryptocentrus_sericus",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.30999994277954,NA,NA,NA,NA,NA,NA,28.7
"Cryptocentrus_shigensis",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.30999994277954,NA,NA,NA,NA,NA,NA,NA
"Cryptocentrus_steinhardti",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.26999998092651,NA,NA,NA,NA,NA,NA,NA
"Cryptocentrus_strigilliceps",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.34999990463257,NA,NA,-1.15059989422471,-0.84955994950486,-0.379183854044415,-0.65842259876006,28.6
"Cryptocentrus_tentaculatus",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.32999992370605,NA,NA,NA,NA,NA,NA,28.7
"Cryptocentrus_wehrlei",0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,3.32999992370605,NA,NA,NA,NA,NA,NA,NA
"Cryptocentrus_yatsui",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.32999992370605,NA,NA,NA,NA,NA,NA,NA
"Cryptopsaras_couesii",0,0,1,0,1,NA,1.6094379124341,NA,NA,NA,NA,NA,4.5,NA,NA,-1.45496193035137,-0.580582409684118,-0.0168424378102347,-0.821704129610746,5.6
"Cryptopsilotris_batrachodes",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.25999999046326,NA,NA,NA,NA,NA,NA,27.4
"Cryptotomus_roseus",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,-1.32018615130811,-1.26287314398499,-0.240354718081313,-0.817088869477819,26.9
"Cryptotrema_corallinum",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.6800000667572,NA,NA,NA,NA,NA,NA,23.3
"Cryptotrema_seftoni",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.6800000667572,NA,NA,NA,NA,NA,NA,NA
"Crystallias_matsushimae",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.63000011444092,NA,NA,NA,NA,NA,NA,1.5
"Crystallichthys_cameliae",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.48000001907349,NA,NA,NA,NA,NA,NA,NA
"Crystallichthys_cyclospilus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.48000001907349,NA,NA,-2.57338067980523,-1.14001880782735,-0.215258298869714,-0.895046286071731,4
"Crystallichthys_mirabilis",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.48000001907349,NA,NA,NA,NA,NA,NA,2.1
"Crystallodytes_cookei",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.24000000953674,NA,NA,NA,NA,NA,NA,NA
"Crystallodytes_enderburyensis",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.27999997138977,NA,NA,NA,NA,NA,NA,NA
"Crystallodytes_pauciradiatus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.25999999046326,NA,NA,NA,NA,NA,NA,NA
"Crystallogobius_linearis",0,1,0,0,1,NA,0,NA,NA,-0.0304592074847086,0.0992297609275015,NA,3.4,1.68639895357023,6.02425436993097,NA,NA,NA,NA,9.8
"Ctenochaetus_binotatus",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,-1.30910873048427,-2.00546656043355,0.0880421012495537,-0.831945491252638,27.7
