"","habitatbenthopelagic","habitatdemersal","habitatpelagic","SpecCode","Genus","Subfamily","waterbrack","watersaltwater","Species","Family","Order","Class","SuperClass","c_m","tm","Lm","tmax","K","Woo","M","TLDiet","Loo","fecundity","Min_caudalpeduncle_depth","Lower_jaw_length","Max_body_depth","Max_body_width","Temperature"
"Callionymus marquesensis",0,1,0,60077,"Callionymus",NA,0,1,"Callionymus marquesensis","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,NA,NA,NA,NA,28
"Callionymus martinae",0,1,0,59282,"Callionymus",NA,0,1,"Callionymus martinae","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,NA
"Callionymus mascarenus",0,1,0,56775,"Callionymus",NA,0,1,"Callionymus mascarenus","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.15000009536743,NA,NA,NA,NA,NA,NA,NA
"Callionymus megastomus",0,1,0,60559,"Callionymus",NA,0,1,"Callionymus megastomus","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,NA
"Callionymus melanotopterus",0,1,0,59304,"Callionymus",NA,1,1,"Callionymus melanotopterus","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,NA
"Callionymus meridionalis",0,1,0,10610,"Callionymus",NA,0,1,"Callionymus meridionalis","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,28
"Callionymus moretonensis",0,1,0,10945,"Callionymus",NA,0,1,"Callionymus moretonensis","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.24000000953674,NA,NA,NA,NA,NA,NA,22.2
"Callionymus mortenseni",0,1,0,59293,"Callionymus",NA,0,1,"Callionymus mortenseni","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,NA
"Callionymus muscatensis",0,1,0,46387,"Callionymus",NA,0,1,"Callionymus muscatensis","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.1800000667572,NA,NA,NA,NA,NA,NA,NA
"Callionymus neptunius",0,1,0,27545,"Callionymus",NA,0,1,"Callionymus neptunius","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,28.6
"Callionymus obscurus",0,1,0,60091,"Callionymus",NA,0,1,"Callionymus obscurus","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,NA
"Callionymus ochiaii",0,1,0,59294,"Callionymus",NA,0,1,"Callionymus ochiaii","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,17.9
"Callionymus octostigmatus",0,1,0,59283,"Callionymus",NA,0,1,"Callionymus octostigmatus","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.31,NA,NA,NA,NA,NA,NA,26
"Callionymus ogilbyi",0,1,0,60547,"Callionymus",NA,0,1,"Callionymus ogilbyi","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,18.2
"Callionymus omanensis",0,1,0,67916,"Callionymus",NA,0,1,"Callionymus omanensis","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.25999999046326,NA,NA,NA,NA,NA,NA,NA
"Callionymus oxycephalus",0,1,0,56498,"Callionymus",NA,0,1,"Callionymus oxycephalus","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,NA
"Callionymus persicus",0,1,0,25697,"Callionymus",NA,0,1,"Callionymus persicus","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.33999991416931,NA,NA,NA,NA,NA,NA,25.7
"Callionymus planus",0,1,0,25833,"Callionymus",NA,0,1,"Callionymus planus","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.24000000953674,NA,NA,NA,NA,NA,NA,25.3
"Callionymus platycephalus",0,1,0,56776,"Callionymus",NA,0,1,"Callionymus platycephalus","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.22000002861023,NA,NA,NA,NA,NA,NA,NA
"Callionymus pleurostictus",0,1,0,49419,"Callionymus",NA,0,1,"Callionymus pleurostictus","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.04999995231628,NA,NA,NA,NA,NA,NA,28.2
"Callionymus profundus",0,1,0,67918,"Callionymus",NA,0,1,"Callionymus profundus","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.1800000667572,NA,NA,NA,NA,NA,NA,NA
"Callionymus pusillus",0,1,0,26273,"Callionymus",NA,0,1,"Callionymus pusillus","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.29,NA,NA,NA,NA,NA,NA,17.1
"Callionymus regani",0,1,0,59295,"Callionymus",NA,0,1,"Callionymus regani","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,25.9
"Callionymus reticulatus",0,1,0,22,"Callionymus",NA,1,1,"Callionymus reticulatus","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.28,NA,NA,NA,NA,NA,NA,10.5
"Callionymus risso",0,1,0,1784,"Callionymus",NA,0,1,"Callionymus risso","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.03,NA,NA,NA,NA,NA,NA,14.8
"Callionymus rivatoni",0,1,0,60092,"Callionymus",NA,0,1,"Callionymus rivatoni","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,NA
"Callionymus russelli",0,1,0,27546,"Callionymus",NA,0,1,"Callionymus russelli","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,28.4
"Callionymus sagitta",0,1,0,26827,"Callionymus",NA,1,1,"Callionymus sagitta","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,2.86999988555908,NA,NA,NA,NA,NA,NA,28.3
"Callionymus scaber",0,1,0,60564,"Callionymus",NA,0,1,"Callionymus scaber","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,NA
"Callionymus scabriceps",0,1,0,59284,"Callionymus",NA,0,1,"Callionymus scabriceps","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.21000003814697,NA,NA,NA,NA,NA,NA,28.7
"Callionymus schaapii",0,1,0,59285,"Callionymus",NA,1,1,"Callionymus schaapii","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.16000008583069,NA,NA,-1.70635528328419,-0.755612023563844,-1.10225236027294,-0.125929740692822,28.8
"Callionymus semeiophor",0,1,0,10604,"Callionymus",NA,0,1,"Callionymus semeiophor","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.25999999046326,NA,NA,NA,NA,NA,NA,NA
"Callionymus sereti",0,1,0,60550,"Callionymus",NA,0,1,"Callionymus sereti","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,NA
"Callionymus sokonumeri",0,1,0,24198,"Callionymus",NA,0,1,"Callionymus sokonumeri","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.28999996185303,NA,NA,NA,NA,NA,NA,NA
"Callionymus sphinx",0,1,0,56757,"Callionymus",NA,0,1,"Callionymus sphinx","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.15000009536743,NA,NA,NA,NA,NA,NA,NA
"Callionymus stigmatopareius",0,1,0,59296,"Callionymus",NA,0,1,"Callionymus stigmatopareius","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,NA
"Callionymus sublaevis",0,1,0,12560,"Callionymus",NA,0,1,"Callionymus sublaevis","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.25999999046326,NA,NA,NA,NA,NA,NA,27.6
"Callionymus superbus",0,1,0,10606,"Callionymus",NA,0,1,"Callionymus superbus","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.35999989509583,NA,NA,NA,NA,NA,NA,28.8
"Callionymus tenuis",0,1,0,25698,"Callionymus",NA,0,1,"Callionymus tenuis","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.00999999046326,NA,NA,NA,NA,NA,NA,NA
"Callionymus tethys",0,1,0,60093,"Callionymus",NA,0,1,"Callionymus tethys","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,26.2
"Callionymus umbrithorax",0,1,0,59286,"Callionymus",NA,0,1,"Callionymus umbrithorax","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,28.8
"Callionymus valenciennei",0,1,0,25831,"Callionymus",NA,0,1,"Callionymus valenciennei","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.3199999332428,NA,NA,-1.74764112466273,-1.60372560648541,-1.0393349183796,-0.237030637967982,24.3
"Callionymus whiteheadi",0,1,0,10609,"Callionymus",NA,0,1,"Callionymus whiteheadi","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,18.8
"Callionymus zythros",0,1,0,60540,"Callionymus",NA,0,1,"Callionymus zythros","Callionymidae","Callionymiformes","Teleostei","Osteichthyes",26.8081837691352,NA,NA,NA,NA,NA,NA,3.21000003814697,NA,NA,NA,NA,NA,NA,28.8
"Carcharhinus acronotus",1,0,0,857,"Carcharhinus",NA,0,1,"Carcharhinus acronotus","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",21.007854504047,1.38128183740072,NA,2.484906649788,-1.28768384828691,10.9676391763081,NA,4.36,4.95624950356966,1.55814461804655,NA,NA,NA,NA,25.5
"Carcharhinus albimarginatus",1,0,0,858,"Carcharhinus",NA,0,1,"Carcharhinus albimarginatus","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",21.007854504047,NA,NA,NA,NA,NA,NA,4.21,NA,1.73460105538811,NA,NA,NA,NA,27.1
"Carcharhinus altimus",1,0,0,859,"Carcharhinus",NA,0,1,"Carcharhinus altimus","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",21.007854504047,NA,NA,NA,NA,NA,NA,4.53,NA,2.19722457733622,NA,NA,NA,NA,19.9
"Carcharhinus amblyrhynchos",1,0,0,861,"Carcharhinus",NA,0,1,"Carcharhinus amblyrhynchos","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",21.007854504047,1.94591014905531,NA,2.89037175789616,-1.78732929694874,11.0714891392771,-1.53351135681093,4.11,5.30802014200942,1.20397280432594,NA,NA,NA,NA,27.5
"Carcharhinus amboinensis",1,0,0,862,"Carcharhinus",NA,1,1,"Carcharhinus amboinensis","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",21.007854504047,NA,NA,NA,NA,NA,NA,4.28,NA,2.01490302054226,NA,NA,NA,NA,27.7
"Carcharhinus brachyurus",1,0,0,864,"Carcharhinus",NA,1,1,"Carcharhinus brachyurus","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",21.007854504047,2.76631910922619,NA,NA,-3.27016911925575,13.030498331306,NA,4.5,5.95324333428778,2.7408400239252,NA,NA,NA,NA,17.4
"Carcharhinus brevipinna",1,0,0,865,"Carcharhinus",NA,0,1,"Carcharhinus brevipinna","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",21.007854504047,1.87180217690159,NA,NA,-1.55589714550607,11.0440891541432,NA,4.2,5.36597601502185,2.30258509299405,NA,NA,NA,NA,27.4
"Carcharhinus cautus",1,0,0,866,"Carcharhinus",NA,0,1,"Carcharhinus cautus","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",21.007854504047,NA,NA,NA,NA,NA,NA,4.29,NA,1.09861228866811,NA,NA,NA,NA,27.5
"Carcharhinus coatesi",1,0,0,67451,"Carcharhinus",NA,0,1,"Carcharhinus coatesi","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",21.007854504047,NA,NA,NA,NA,NA,NA,3.99000000953674,NA,NA,NA,NA,NA,NA,NA
"Carcharhinus dussumieri",1,0,0,867,"Carcharhinus",NA,0,1,"Carcharhinus dussumieri","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",21.007854504047,NA,4.15339932500342,2.26868354131836,-1.19347256969207,9.09346404145094,-0.644357016390513,3.9,4.76870526569699,0.916290731874155,NA,NA,NA,NA,27.1
"Carcharhinus falciformis",1,0,0,868,"Carcharhinus",NA,0,1,"Carcharhinus falciformis","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",21.007854504047,2.19165353761455,5.44565920444596,2.95936462938312,-2.14210753138492,12.6664998927231,-1.70016983845428,4.51,5.79338770691497,2.14006616349627,NA,NA,NA,NA,26.7
"Carcharhinus galapagensis",1,0,0,870,"Carcharhinus",NA,0,1,"Carcharhinus galapagensis","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",21.007854504047,1.99809590222588,NA,3.17805383034795,-1.09986807684012,12.4078623808064,-1.74296930505862,4.23,5.9622931698077,2.30258509299405,NA,NA,NA,NA,23.8
"Carcharhinus limbatus",1,0,0,874,"Carcharhinus",NA,1,1,"Carcharhinus limbatus","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",21.007854504047,1.76358859226136,4.99043258677874,2.70805020110221,-1.52828812549133,10.7608874102519,-1.39972413823162,4.37,5.25201161367153,1.72722094809048,NA,NA,NA,NA,27.4
"Carcharhinus melanopterus",1,0,0,877,"Carcharhinus",NA,1,1,"Carcharhinus melanopterus","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",21.007854504047,NA,NA,NA,-1.38629436111989,NA,-0.798507696217772,3.94,5.08450514266271,1.09861228866811,NA,NA,NA,NA,27.4
"Carcharhinus obscurus",1,0,0,878,"Carcharhinus",NA,1,1,"Carcharhinus obscurus","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",21.007854504047,2.95606701716156,NA,3.74950407593037,-3.11355102413386,13.5987872252654,-2.23026443141442,4.28,6.04292970172672,2.14006616349627,NA,NA,NA,NA,12.6
"Carcharhinus perezii",1,0,0,879,"Carcharhinus",NA,0,1,"Carcharhinus perezii","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",21.007854504047,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,27.2
"Carcharhinus plumbeus",1,0,0,880,"Carcharhinus",NA,1,1,"Carcharhinus plumbeus","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",21.007854504047,2.65089178726226,NA,3.36153212526972,-2.66784221322728,12.4103089783802,-2.02803891993541,4.49,5.55673153194417,2.07944154167984,NA,NA,NA,NA,27
"Carcharhinus sealei",1,0,0,882,"Carcharhinus",NA,0,1,"Carcharhinus sealei","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",21.007854504047,NA,NA,NA,NA,NA,NA,4.15,NA,0.405465108108164,NA,NA,NA,NA,28.2
"Carcharhinus signatus",1,0,0,883,"Carcharhinus",NA,0,1,"Carcharhinus signatus","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",21.007854504047,NA,NA,2.83321334405622,-2.02905265614671,11.7835233879055,-1.39812405687347,4.63,5.57557025298256,2.07944154167984,NA,NA,NA,NA,21.7
"Carcharhinus sorrah",1,0,0,884,"Carcharhinus",NA,1,1,"Carcharhinus sorrah","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",21.007854504047,0.916290731874155,NA,2.07944154167984,-0.464949754943057,9.22162868900966,-0.644357016390513,4.15,4.86855956587083,1.50407739677627,NA,NA,NA,NA,27.8
"Carcharhinus tjutjot",1,0,0,67456,"Carcharhinus",NA,0,1,"Carcharhinus tjutjot","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",21.007854504047,NA,NA,NA,NA,NA,NA,4.01000022888184,NA,NA,NA,NA,NA,NA,NA
"Chaenocephalus aceratus",0,1,0,473,"Chaenocephalus",NA,0,1,"Chaenocephalus aceratus","Channichthyidae","Perciformes","Teleostei","Osteichthyes",13.594249359799,2.2512917986065,NA,2.74727091425549,-1.80767981377433,7.90149017539297,-1.39812405687347,3.4,4.23234511990108,9.35594607583348,-2.00670591602735,-0.0316480706016702,-0.521448318900276,-0.76502285483676,0.1
"Channa brunnea",1,0,0,69341,"Channa",NA,0,1,"Channa brunnea","Channidae","Anabantiformes","Teleostei","Osteichthyes",7.43590109253828,NA,NA,NA,NA,NA,NA,3.55999994277954,NA,NA,NA,NA,NA,NA,NA
"Chelon bandialensis",0,1,0,66211,"Chelon",NA,1,1,"Chelon bandialensis","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",11.7652075704192,NA,NA,NA,NA,NA,NA,2.60999989509583,NA,NA,NA,NA,NA,NA,NA
"Chelon bispinosus",0,1,0,22487,"Chelon",NA,0,1,"Chelon bispinosus","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",11.7652075704192,NA,NA,NA,NA,NA,NA,2.75,NA,NA,NA,NA,NA,NA,NA
"Chelon caeruleus",0,1,0,69222,"Chelon",NA,0,1,"Chelon caeruleus","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",11.7652075704192,NA,NA,NA,NA,NA,NA,2.58999991416931,NA,NA,NA,NA,NA,NA,NA
"Chiloscyllium griseum",1,0,0,4304,"Chiloscyllium",NA,1,1,"Chiloscyllium griseum","Hemiscylliidae","Orectolobiformes","Elasmobranchii","Chondrichthyes",18.158112147322,NA,NA,NA,NA,NA,NA,3.72,NA,NA,NA,NA,NA,NA,28.3
"Chiloscyllium hasseltii",1,0,0,54210,"Chiloscyllium",NA,0,1,"Chiloscyllium hasseltii","Hemiscylliidae","Orectolobiformes","Elasmobranchii","Chondrichthyes",18.158112147322,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,28.7
"Chiloscyllium plagiosum",1,0,0,5120,"Chiloscyllium",NA,0,1,"Chiloscyllium plagiosum","Hemiscylliidae","Orectolobiformes","Elasmobranchii","Chondrichthyes",18.158112147322,NA,4.20095429728036,1.94591014905531,-1.22077992264232,8.20180290203981,NA,3.98,4.39943669618348,NA,NA,NA,NA,NA,28.7
"Chiloscyllium punctatum",1,0,0,5903,"Chiloscyllium",NA,0,1,"Chiloscyllium punctatum","Hemiscylliidae","Orectolobiformes","Elasmobranchii","Chondrichthyes",18.158112147322,NA,NA,NA,NA,NA,NA,4.06,NA,NA,NA,NA,NA,NA,28.2
"Chromis abyssicola",1,0,0,11850,"Chromis","Chrominae",0,1,"Chromis abyssicola","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.03999996185303,NA,NA,NA,NA,NA,NA,19.2
"Chromis abyssus",1,0,0,63552,"Chromis","Chrominae",0,1,"Chromis abyssus","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,NA,NA,NA,NA,15.9
"Chromis albicauda",1,0,0,65211,"Chromis","Chrominae",0,1,"Chromis albicauda","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.03999996185303,NA,NA,NA,NA,NA,NA,NA
"Chromis albomaculata",1,0,0,11851,"Chromis","Chrominae",0,1,"Chromis albomaculata","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,2.97,NA,NA,NA,NA,NA,NA,22.4
"Chromis alpha",1,0,0,5670,"Chromis","Chrominae",0,1,"Chromis alpha","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,-1.12584052869058,-1.59803100899347,0.137568572304416,-0.852618760505397,27.8
"Chromis alta",1,0,0,11853,"Chromis","Chrominae",0,1,"Chromis alta","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.4,NA,NA,-1.08983952943161,-1.59422136699665,0.141692991387866,-0.910270103549421,17.2
"Chromis analis",1,0,0,6551,"Chromis","Chrominae",0,1,"Chromis analis","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.04,NA,NA,-1.22882345077465,-1.54125245796391,0.129863880486053,-0.860526042156036,27.2
"Chromis athena",1,0,0,64762,"Chromis","Chrominae",0,1,"Chromis athena","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.01999998092651,NA,NA,NA,NA,NA,NA,NA
"Chromis atripectoralis",1,0,0,5450,"Chromis","Chrominae",0,1,"Chromis atripectoralis","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.06,NA,NA,-1.15843214278734,-1.32506388389434,0.095909755182728,-0.919162105085581,28.4
"Chromis bowesi",1,0,0,69007,"Chromis","Chrominae",0,1,"Chromis bowesi","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,NA,NA,NA,NA,NA
"Chromis cadenati",1,0,0,11857,"Chromis","Chrominae",0,1,"Chromis cadenati","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.03999996185303,NA,NA,NA,NA,NA,NA,24
"Chromis chromis",1,0,0,1706,"Chromis","Chrominae",0,1,"Chromis chromis","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,-1.42711635564015,4.10098910494077,NA,3.77,NA,NA,-1.0332607844294,-1.59333531914456,0.100140351673896,-0.905790445879776,20.1
"Chromis chrysura",1,0,0,6656,"Chromis","Chrominae",0,1,"Chromis chrysura","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,-0.22314355131421,3.40782569908363,NA,3.04,2.30258509299405,NA,-1.18830978923289,-1.56589867793069,0.168760942176078,-0.898754389963082,27
"Chromis cinerascens",1,0,0,11858,"Chromis","Chrominae",0,1,"Chromis cinerascens","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,2.68,NA,NA,NA,NA,NA,NA,28.7
"Chromis circumaurea",1,0,0,63554,"Chromis","Chrominae",0,1,"Chromis circumaurea","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,NA,NA,NA,NA,NA
"Chromis crusma",1,0,0,11859,"Chromis","Chrominae",0,1,"Chromis crusma","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.03999996185303,NA,NA,NA,NA,NA,NA,NA
"Chromis dasygenys",1,0,0,11860,"Chromis","Chrominae",0,1,"Chromis dasygenys","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,2.64,NA,NA,NA,NA,NA,NA,26.9
"Chromis degruyi",1,0,0,63555,"Chromis","Chrominae",0,1,"Chromis degruyi","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,NA,NA,NA,NA,25.2
"Chromis durvillei",1,0,0,65986,"Chromis","Chrominae",0,1,"Chromis durvillei","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,NA,NA,NA,NA,NA
"Chromis earina",1,0,0,63556,"Chromis","Chrominae",0,1,"Chromis earina","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,NA,NA,NA,NA,26.5
"Chromis enchrysurus",1,0,0,3643,"Chromis","Chrominae",0,1,"Chromis enchrysurus","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,23.7
"Chromis flavapicis",1,0,0,58948,"Chromis","Chrominae",0,1,"Chromis flavapicis","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA
"Chromis flavaxilla",1,0,0,26638,"Chromis","Chrominae",0,1,"Chromis flavaxilla","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,27.8
"Chromis flavicauda",1,0,0,11862,"Chromis","Chrominae",0,1,"Chromis flavicauda","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,NA,NA,NA,NA,24.5
"Chromis flavomaculata",1,0,0,12418,"Chromis","Chrominae",0,1,"Chromis flavomaculata","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,2.96,NA,NA,NA,NA,NA,NA,26.5
