"","habitatbenthopelagic","habitatdemersal","habitatpelagic","waterbrack","watersaltwater","c_m","tm","Lm","tmax","K","Woo","M","TLDiet","Loo","fecundity","Min_caudalpeduncle_depth","Lower_jaw_length","Max_body_depth","Max_body_width","Temperature"
"Chromis analis",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.04,NA,NA,-1.22882345077465,-1.54125245796391,0.129863880486053,-0.860526042156036,27.2
"Chromis athena",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.01999998092651,NA,NA,NA,NA,NA,NA,NA
"Chromis atripectoralis",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.06,NA,NA,-1.15843214278734,-1.32506388389434,0.095909755182728,-0.919162105085581,28.4
"Chromis bowesi",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,NA,NA,NA,NA,NA
"Chromis cadenati",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.03999996185303,NA,NA,NA,NA,NA,NA,24
"Chromis chromis",1,0,0,0,1,16.152310446901,NA,NA,NA,-1.42711635564015,4.10098910494077,NA,3.77,NA,NA,-1.0332607844294,-1.59333531914456,0.100140351673896,-0.905790445879776,20.1
"Chromis chrysura",1,0,0,0,1,16.152310446901,NA,NA,NA,-0.22314355131421,3.40782569908363,NA,3.04,2.30258509299405,NA,-1.18830978923289,-1.56589867793069,0.168760942176078,-0.898754389963082,27
"Chromis cinerascens",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,2.68,NA,NA,NA,NA,NA,NA,28.7
"Chromis circumaurea",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,NA,NA,NA,NA,NA
"Chromis crusma",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.03999996185303,NA,NA,NA,NA,NA,NA,NA
"Chromis dasygenys",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,2.64,NA,NA,NA,NA,NA,NA,26.9
"Chromis degruyi",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,NA,NA,NA,NA,25.2
"Chromis durvillei",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,NA,NA,NA,NA,NA
"Chromis earina",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,NA,NA,NA,NA,26.5
"Chromis enchrysurus",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,23.7
"Chromis flavapicis",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA
"Chromis flavaxilla",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,27.8
"Chromis flavicauda",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,NA,NA,NA,NA,24.5
"Chromis flavomaculata",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,2.96,NA,NA,NA,NA,NA,NA,26.5
"Chromis fumea",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,27.2
"Chromis gunting",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,NA,NA,NA,NA,NA
"Chromis hangganan",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.01999998092651,NA,NA,NA,NA,NA,NA,NA
"Chromis hypsilepis",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,2.71,NA,NA,NA,NA,NA,NA,18.3
"Chromis insolata",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,24.6
"Chromis jubauna",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,NA,NA,NA,NA,27.3
"Chromis kennensis",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,NA,NA,NA,NA,NA
"Chromis klunzingeri",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,2.68,NA,NA,NA,NA,NA,NA,18
"Chromis limbata",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.4,NA,NA,-1.05011643033781,-1.50583007212783,0.092301047980979,-0.889663152199216,25.8
"Chromis limbaughi",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,22.4
"Chromis lubbocki",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.03999996185303,NA,NA,NA,NA,NA,NA,NA
"Chromis mamatapara",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.03999996185303,NA,NA,NA,NA,NA,NA,NA
"Chromis mirationis",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,2.65,NA,NA,NA,NA,NA,NA,NA
"Chromis monochroma",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.01999998092651,NA,NA,NA,NA,NA,NA,NA
"Chromis nigroanalis",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,NA,NA,NA,NA,27.5
"Chromis nitida",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,2.66,NA,NA,NA,NA,NA,NA,25.9
"Chromis norfolkensis",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,NA,NA,NA,NA,NA
"Chromis notata",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.4,NA,NA,-1.11087349866755,-1.53075979085474,0.127692556377987,-0.950826204640135,24.9
"Chromis okamurai",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,NA,NA,NA,NA,19.3
"Chromis onumai",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.03999996185303,NA,NA,NA,NA,NA,NA,21.9
"Chromis opercularis",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,2.72,NA,NA,-1.00749030066991,-1.50674788768728,0.0814397058042981,-0.901432516198055,27.9
"Chromis ovalis",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.08,NA,NA,NA,NA,NA,NA,14.6
"Chromis pamae",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,24.6
"Chromis pelloura",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,2.72,NA,NA,NA,NA,NA,NA,23.1
"Chromis pembae",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,2.67,NA,NA,NA,NA,NA,NA,27.1
"Chromis punctipinnis",1,0,0,0,1,16.152310446901,0.693147180559945,NA,NA,NA,NA,NA,2.73,NA,9.21034037197618,-1.19777400540076,-1.52487922324512,-0.0275937888598815,-0.82261506733895,16.7
"Chromis pura",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,NA,NA,NA,NA,NA
"Chromis randalli",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,NA,NA,NA,NA,NA
"Chromis sahulensis",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.01999998092651,NA,NA,NA,NA,NA,NA,NA
"Chromis sanctaehelenae",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.03999996185303,NA,NA,NA,NA,NA,NA,NA
"Chromis scotochiloptera",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,28.8
"Chromis scotti",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,26.8
"Chromis struhsakeri",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.03999996185303,NA,NA,NA,NA,NA,NA,7.8
"Chromis ternatensis",1,0,0,0,1,16.152310446901,NA,NA,NA,1.38629436111989,2.56828839206038,NA,3.4,2.07944154167984,NA,-1.15386258689338,-1.37350610421928,0.111244931000436,-0.935359421535461,27.7
"Chromis tingting",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,NA,NA,NA,NA,NA
"Chromis torquata",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,NA,NA,NA,NA,NA
"Chromis trialpha",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,2.68,NA,NA,NA,NA,NA,NA,28.1
"Chromis unipa",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.01999998092651,NA,NA,NA,NA,NA,NA,27.7
"Chromis vanbebberae",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,NA,NA,NA,NA,NA
"Chromis verater",1,0,0,0,1,16.152310446901,NA,NA,NA,0.119115480890162,4.30053350411766,NA,3.28,NA,NA,NA,NA,NA,NA,20.3
"Chromis viridis",1,0,0,0,1,16.152310446901,NA,NA,NA,0.832909122935104,3.28354121295782,NA,2.92,NA,NA,NA,NA,NA,NA,28.3
"Chromis weberi",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.4,NA,NA,-1.13005985819654,-1.46299510578731,0.0652716745603965,-0.807590883271363,28
"Chromis westaustralis",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,2.71,NA,NA,NA,NA,NA,NA,18.4
"Chromis xanthochira",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,2.72,NA,NA,-1.05363915934774,-1.36126961949664,0.0994230944305982,-0.906822935111546,28.2
"Chromis xanthopterygia",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,-1.17333132856782,-1.23585168554916,0.0153740036273265,-0.916420914782794,27.4
"Chromis xanthura",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.4,NA,NA,-1.07123700967804,-1.56531845330495,0.0640650025669701,-0.825229214914685,27.7
"Chromis xouthos",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,NA,NA,NA,NA,28.4
"Chromis xutha",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.01999998092651,NA,NA,NA,NA,NA,NA,27.9
"Chromis yamakawai",1,0,0,0,1,16.152310446901,NA,NA,NA,NA,NA,NA,3.03999996185303,NA,NA,NA,NA,NA,NA,NA
"Coryphaena equiselis",0,0,1,0,1,18.6816483393707,NA,NA,NA,0.290054256596837,8.18063424163555,0.0953101798043249,4.5,NA,11.1562505210315,NA,NA,NA,NA,22.3
"Cyclothone acclinidens",0,0,1,0,1,27.0788919694695,NA,NA,NA,-0.162518929497775,0.479632126137692,0.336472236621213,3.55,2.07944154167984,NA,-1.11652724904525,-0.0338870857069155,-0.332950178376578,-1.19810448913585,5.5
"Cyclothone alba",0,0,1,0,1,27.0788919694695,NA,NA,NA,NA,NA,NA,3.07999992370605,NA,NA,-1.26358009207266,0.0140476190978932,-0.41429518770803,-1.18061457470594,8.9
"Cyclothone atraria",0,0,1,0,1,27.0788919694695,NA,NA,NA,NA,NA,NA,3.14000010490417,NA,NA,-1.23746809688266,-0.149689909343974,-0.401949990350911,-1.05095524533178,2.4
"Cyclothone braueri",0,0,1,0,1,27.0788919694695,0.693147180559945,NA,NA,0.874134514340763,NA,1.21194097397511,3.08,NA,5.99146454710798,NA,NA,NA,NA,9.3
"Cyclothone livida",0,0,1,0,1,27.0788919694695,NA,NA,NA,NA,NA,NA,3.10999989509583,NA,NA,NA,NA,NA,NA,4.1
"Cyclothone microdon",0,0,1,0,1,27.0788919694695,NA,NA,NA,NA,NA,NA,3.04,NA,8.69951474821019,-1.38445680622339,-0.0287882342743974,-0.51583415503325,-1.05653294462111,3.2
"Cyclothone obscura",0,0,1,0,1,27.0788919694695,NA,NA,NA,NA,NA,NA,3.14000010490417,NA,NA,NA,NA,NA,NA,2.3
"Cyclothone pallida",0,0,1,0,1,27.0788919694695,1.25276296849537,NA,NA,NA,NA,NA,3.23,NA,NA,-1.35935141378079,0.0846039509133876,-0.336977094388786,-1.24388506136858,4.2
"Cyclothone parapallida",0,0,1,0,1,27.0788919694695,NA,NA,NA,NA,NA,NA,3.14000010490417,NA,NA,NA,NA,NA,NA,4.2
"Cyclothone pseudopallida",0,0,1,0,1,27.0788919694695,NA,NA,NA,NA,NA,NA,3.13,NA,NA,-1.35620972882565,0.014825149758018,-0.432761319511702,-1.18321320004749,7.9
"Cyclothone pygmaea",0,0,1,0,1,27.0788919694695,NA,NA,NA,NA,NA,NA,3.4,NA,5.29831736654804,NA,NA,NA,NA,13.7
"Cyclothone signata",0,0,1,0,1,27.0788919694695,NA,NA,NA,NA,NA,NA,3,NA,NA,-1.51160352458121,0.0229774612869021,-0.40226091381864,-1.12936145272887,10.8
"Diaphus adenomus",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.17000007629395,NA,NA,NA,NA,NA,NA,13
"Diaphus aliciae",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.08999991416931,NA,NA,NA,NA,NA,NA,21.1
"Diaphus anderseni",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.04999995231628,NA,NA,-1.46734164318906,-0.164971762874489,-0.502930682902918,-0.944026074953605,15.4
"Diaphus antonbruuni",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.08999991416931,NA,NA,NA,NA,NA,NA,11.9
"Diaphus arabicus",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.11,NA,NA,NA,NA,NA,NA,22.4
"Diaphus balanovi",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.13000011444092,NA,NA,NA,NA,NA,NA,NA
"Diaphus basileusi",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.17000007629395,NA,NA,NA,NA,NA,NA,NA
"Diaphus bertelseni",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.11999988555908,NA,NA,-1.02884568823852,-0.395980219753565,-0.220114287327451,-0.886251054133299,21.9
"Diaphus brachycephalus",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.08999991416931,NA,NA,-1.06097707177393,-0.346454232891481,-0.284810217745794,-0.768432621878531,12.6
"Diaphus chrysorhynchus",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,2.97000002861023,NA,NA,NA,NA,NA,NA,11.5
"Diaphus coeruleus",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.84999990463257,NA,NA,NA,NA,NA,NA,8.6
"Diaphus dahlgreni",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.11999988555908,NA,NA,NA,NA,NA,NA,27.2
"Diaphus danae",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.26,NA,NA,NA,NA,NA,NA,12.7
"Diaphus dehaveni",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.11999988555908,NA,NA,NA,NA,NA,NA,26.8
"Diaphus diadematus",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.0699999332428,NA,NA,NA,NA,NA,NA,18.8
"Diaphus drachmanni",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.11999988555908,NA,NA,NA,NA,NA,NA,4.4
"Diaphus dumerilii",0,0,1,0,1,10.7666818750793,-0.356674960968631,NA,0.0953101798043249,0.997154025851563,2.03077636969855,1.25276296849537,3,NA,NA,-1.19338991852814,-0.297518888141683,-0.347127864623012,-0.857610853102414,9.6
"Diaphus effulgens",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3,NA,NA,-1.18992728605396,-0.520446635002719,-0.370089114270277,-0.747202785339321,3.2
"Diaphus ehrhorni",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.11999988555908,NA,NA,NA,NA,NA,NA,23.8
"Diaphus faustinoi",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.11999988555908,NA,NA,NA,NA,NA,NA,18.3
"Diaphus fragilis",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.07,NA,NA,NA,NA,NA,NA,11.8
"Diaphus fulgens",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.0699999332428,NA,NA,NA,NA,NA,NA,11.9
"Diaphus garmani",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.08999991416931,NA,NA,NA,NA,NA,NA,8.6
"Diaphus gigas",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.11999988555908,NA,NA,NA,NA,NA,NA,2.3
"Diaphus handi",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.11999988555908,NA,NA,NA,NA,NA,NA,15.2
"Diaphus holti",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.10999989509583,NA,NA,-1.11514847108719,-0.37932545494052,-0.225298447369317,-0.854379155994623,14.1
"Diaphus hudsoni",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.33,NA,NA,NA,NA,NA,NA,11.9
"Diaphus impostor",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.11999988555908,NA,NA,NA,NA,NA,NA,27.7
"Diaphus jenseni",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.07999992370605,NA,NA,NA,NA,NA,NA,6.8
"Diaphus kapalae",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.11999988555908,NA,NA,NA,NA,NA,NA,16.6
"Diaphus kora",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.11999988555908,NA,NA,NA,NA,NA,NA,4.5
"Diaphus kuroshio",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.09999990463257,NA,NA,NA,NA,NA,NA,8.4
"Diaphus lobatus",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.11999988555908,NA,NA,NA,NA,NA,NA,2.9
"Diaphus lucidus",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,7.6
"Diaphus luetkeni",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.78,NA,NA,-1.28604188946828,-0.221724547278073,-0.317221761562306,-0.86357080112868,14.8
"Diaphus malayanus",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.0699999332428,NA,NA,NA,NA,NA,NA,3.8
"Diaphus meadi",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,15.7
"Diaphus megalops",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.11999988555908,NA,NA,NA,NA,NA,NA,22.1
"Diaphus metopoclampus",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.25,NA,NA,-1.25094707255972,-0.635539155764863,-0.28902988880277,-0.732505853797847,10.8
"Diaphus minax",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.11999988555908,NA,NA,NA,NA,NA,NA,23.2
"Diaphus mollis",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3,NA,NA,-1.22341022814855,-0.509319849347352,-0.296700880339446,-0.83893671312982,15.7
"Diaphus nielseni",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.05999994277954,NA,NA,NA,NA,NA,NA,2.6
"Diaphus ostenfeldi",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.14000010490417,NA,NA,NA,NA,NA,NA,14.3
"Diaphus pacificus",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.11999988555908,NA,NA,NA,NA,NA,NA,2.4
"Diaphus pallidus",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.11999988555908,NA,NA,NA,NA,NA,NA,NA
"Diaphus parri",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.09999990463257,NA,NA,NA,NA,NA,NA,8
"Diaphus perspicillatus",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.12,NA,NA,-1.21432189435453,-0.444602065510553,-0.296206949469045,-0.792186281001844,11
"Diaphus phillipsi",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.10999989509583,NA,NA,NA,NA,NA,NA,5.6
"Diaphus problematicus",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,14.9
"Diaphus rafinesquii",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.4,NA,NA,-1.22647910150636,-0.446657853749144,-0.33673088705555,-0.769736541956155,10.8
"Diaphus regani",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,2.99000000953674,NA,NA,NA,NA,NA,NA,11.5
"Diaphus richardsoni",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.08999991416931,NA,NA,NA,NA,NA,NA,8.1
"Diaphus rivatoni",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.11999988555908,NA,NA,NA,NA,NA,NA,NA
"Diaphus roei",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.11999988555908,NA,NA,NA,NA,NA,NA,21.6
"Diaphus sagamiensis",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.11999988555908,NA,NA,NA,NA,NA,NA,11.4
"Diaphus signatus",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.05999994277954,NA,NA,NA,NA,NA,NA,9.1
"Diaphus similis",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.10999989509583,NA,NA,NA,NA,NA,NA,NA
"Diaphus splendidus",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2.3
"Diaphus suborbitalis",0,0,1,0,1,10.7666818750793,NA,NA,0.916290731874155,0.180987333780818,NA,0.518793793415168,3.10999989509583,NA,NA,NA,NA,NA,NA,6.3
"Diaphus subtilis",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.11999988555908,NA,NA,-1.17762692813591,-0.228431212992189,-0.328620013011841,-0.939355939949565,16
"Diaphus taaningi",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,17.9
"Diaphus termophilus",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.11999988555908,NA,NA,NA,NA,NA,NA,10
"Diaphus theta",0,0,1,0,1,10.7666818750793,0,NA,1.79175946922805,-0.694488079162787,NA,-0.356674943938732,3.19,NA,NA,-1.26584905542038,-0.433547870672753,-0.341488459365982,-0.831660467588907,7.9
"Diaphus thiollierei",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.25,NA,NA,-1.13100238436804,-0.447071858913018,-0.337553333106529,-0.866523208995923,2.8
"Diaphus trachops",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.07,NA,NA,NA,NA,NA,NA,12.1
"Diaphus umbroculus",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.11999988555908,NA,NA,NA,NA,NA,NA,25.6
"Diaphus vanhoeffeni",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.0699999332428,NA,NA,NA,NA,NA,NA,14.1
"Diaphus whitleyi",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.11999988555908,NA,NA,NA,NA,NA,NA,24.9
"Diaphus wisneri",0,0,1,0,1,10.7666818750793,NA,NA,NA,NA,NA,NA,3.11999988555908,NA,NA,NA,NA,NA,NA,15.1
"Engraulis anchoita",0,0,1,0,1,31.6204160876423,NA,NA,NA,-1.13364748760521,4.00759289176555,0.2390169004705,2.51,3.00850746504271,NA,-1.18971543563203,-0.301187445888025,-0.484325755717198,-0.901419737182113,8.2
"Engraulis australis",0,0,1,1,1,31.6204160876423,0,NA,1.79175946922805,-0.810434089307639,NA,-0.356674943938732,3,2.65973492415599,NA,-1.20563238401445,-0.207889236711448,-0.424916941122659,-1.03640080964804,17.1
"Engraulis capensis",0,0,1,0,1,31.6204160876423,0,NA,NA,-0.127833371509885,2.5187233645318,NA,3.03999996185303,2.54160199346455,NA,NA,NA,NA,NA,13.7
"Engraulis eurystole",0,0,1,0,1,31.6204160876423,NA,NA,NA,NA,NA,NA,3.03999996185303,NA,NA,-1.2685238723034,-0.222886621657943,-0.471234969581626,-0.945880993286632,6.6
"Engraulis japonicus",0,0,1,0,1,31.6204160876423,0.405465108108164,NA,1.05605267424931,0.317285114667945,3.72719873630281,0.108854404912082,3.14,2.87273345342936,11.980338240852,-1.2751011956644,-0.275543359089777,-0.450617449700168,-0.966522972956508,18.4
"Engraulis maeoticus",0,0,1,1,1,31.6204160876423,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,NA,NA,NA,NA,NA
"Engraulis mordax",0,0,1,0,1,31.6204160876423,0.510825623765991,NA,1.94591014905531,-0.870414863051221,4.07479403859966,0.0707690708882072,3.1,3.01009294938788,11.8263118332103,-1.24353913042577,-0.186577876776606,-0.332159141934592,-1.04951901631295,9
"Engraulis ringens",0,0,1,0,1,31.6204160876423,0,2.484906649788,1.09861228866811,-0.0211263601869585,3.98371996867243,0.159848700941896,2.85999989509583,2.98932288836881,9.25841599520775,-1.3188132087639,-0.307327482220228,-0.258522832063997,-1.05126019086011,19.7
"Gadus chalcogrammus",1,0,0,1,1,15.8476844291721,1.38629436111989,3.6609942506244,2.9391619220656,-1.4404956389944,8.29948046295137,-1.06673578602085,3.57,4.49825290364201,14.5366437025622,NA,NA,NA,NA,1.6
"Gadus finnmarchicus",1,0,0,0,1,15.8476844291721,NA,NA,NA,NA,NA,NA,3.60999989509583,NA,NA,NA,NA,NA,NA,NA
"Gadus macrocephalus",0,1,0,1,1,15.8476844291721,1.61342993623664,NA,2.89037175789616,-1.35867919408692,9.35763970961824,-0.0998203352822109,3.97,4.57612750053536,14.5469615651193,-2.32534696830732,-0.819529083381812,-0.377206394041921,-0.768758656248362,2.9
"Gadus morhua",1,0,0,1,1,15.8476844291721,1.66022728537648,3.99415583496667,2.9704144655697,-1.6888268986449,9.74311617986618,-1.27893584279939,4.09,4.70046050681323,15.2931553098022,-1.70113275483344,-0.84381364069929,-0.399600124149767,-0.704018279562583,6.6
"Gasterosteus wheatlandi",1,0,0,1,1,23.6642239812562,NA,NA,NA,NA,NA,NA,3.28,NA,5.605802066296,-1.90765397325001,-1.37844487387553,-0.145448945822642,-1.00388568044139,6.2
"Gillichthys mirabilis",0,1,0,1,1,39.7968858584456,NA,NA,NA,NA,NA,NA,3.24,NA,10.2035921449865,-0.960252062032502,-0.601247262889476,-0.530824922320057,-0.508612508391725,22.3
"Gillichthys seta",0,1,0,0,1,39.7968858584456,NA,NA,NA,NA,NA,NA,3.58999991416931,NA,NA,NA,NA,NA,NA,NA
